x,y,z
0.967992,0.426672,0.779648
0.963694,0.427869,0.775378
0.961672,0.427462,0.772575
0.95958,0.428274,0.769268
0.965299,0.42896,0.775999
0.970279,0.427036,0.778937
0.964156,0.425061,0.772007
0.958424,0.423701,0.767229
0.956581,0.422639,0.7656
0.955569,0.422711,0.765134
0.956206,0.421105,0.765239
0.956085,0.420454,0.76533
0.955876,0.420886,0.765035
0.956685,0.421256,0.765855
0.962197,0.422837,0.77329
0.967094,0.423189,0.777349
0.961849,0.422602,0.772469
0.960475,0.422691,0.770956
0.964212,0.423386,0.775802
0.966434,0.423102,0.778662
0.962127,0.422699,0.774294
0.960493,0.423033,0.772439
0.95884,0.422102,0.771245
0.962578,0.423234,0.776407
0.966049,0.423307,0.778762
0.961454,0.42253,0.773872
0.964482,0.422068,0.776724
0.966602,0.422579,0.779293
0.969136,0.423165,0.780587
0.969329,0.42266,0.781083
0.969026,0.422266,0.781411
0.963401,0.421442,0.775386
0.961,0.421594,0.772554
0.959724,0.422159,0.771625
0.96433,0.423571,0.776153
0.962556,0.423823,0.772967
0.961109,0.42334,0.771429
0.960141,0.422069,0.770683
0.960091,0.42125,0.770587
0.963836,0.422655,0.776006
0.96113,0.422193,0.773225
0.964063,0.423139,0.777463
0.967221,0.423051,0.780076
0.969017,0.422987,0.781621
0.970274,0.422656,0.781809
0.963975,0.42303,0.77712
0.966094,0.424381,0.779493
0.963221,0.422614,0.776197
0.965537,0.42378,0.779586
0.962396,0.422095,0.776854
0.960284,0.421189,0.774727
0.959786,0.421602,0.774087
0.959392,0.420818,0.773867
0.9632,0.422611,0.778512
0.961408,0.422369,0.776284
0.964058,0.423224,0.779678
0.96619,0.423198,0.781534
0.968373,0.424,0.782697
1.20406,0.302182,0.606108
1.20406,0.302182,0.606108
1.17365,0.317006,0.631956
1.14451,0.331401,0.658329
1.11927,0.343976,0.685107
1.09733,0.358076,0.70946
1.07766,0.37277,0.729285
1.06335,0.381105,0.745327
1.04899,0.389632,0.758078
1.03834,0.39503,0.768002
1.03099,0.400738,0.776613
1.02339,0.409502,0.78347
1.01847,0.416251,0.787428
1.01429,0.421851,0.78915
1.01142,0.423124,0.790833
1.00909,0.423151,0.79218
1.00449,0.42865,0.791897
1.00103,0.432042,0.79344
0.998773,0.432407,0.794175
0.995949,0.432376,0.793996
0.994718,0.432601,0.793511
0.994181,0.43278,0.792697
0.994991,0.433327,0.791293
0.994717,0.432712,0.789569
0.984791,0.437617,0.781297
0.97803,0.440702,0.776339
0.97422,0.440433,0.772657
0.971841,0.440112,0.770396
0.979888,0.436947,0.776226
0.973879,0.438221,0.771321
0.978208,0.437931,0.77575
0.982887,0.435464,0.778838
0.985945,0.433427,0.781227
0.989007,0.428781,0.782118
0.990554,0.424911,0.782516
0.991425,0.423512,0.782011
0.991847,0.423564,0.782383
0.990976,0.422362,0.781316
0.989749,0.421898,0.780933
0.989712,0.42141,0.780319
0.990207,0.421937,0.780622
0.98964,0.424018,0.78143
0.989656,0.424057,0.781439
0.989197,0.426449,0.781818
0.989103,0.428955,0.782277
0.988837,0.430066,0.781692
0.989395,0.430771,0.781821
0.990768,0.431176,0.782587
0.990465,0.431019,0.782295
0.990878,0.431162,0.782514
0.990514,0.431352,0.782679
0.990303,0.431037,0.783182
0.989961,0.430896,0.783795
0.989654,0.430864,0.783686
0.989778,0.430712,0.783791
0.989066,0.430798,0.783292
0.988652,0.431016,0.783292
0.988698,0.430889,0.783019
0.989084,0.431308,0.782746
0.989412,0.43191,0.78274
0.989853,0.432131,0.782563
0.989216,0.431445,0.782474
0.989175,0.430878,0.782911
0.988453,0.430001,0.782023
0.988829,0.430673,0.782356
0.988989,0.431212,0.782674
0.988943,0.430467,0.782983
0.989177,0.430424,0.782589
0.989396,0.430633,0.783341
0.98937,0.431418,0.783262
0.989383,0.430553,0.78348
0.989056,0.429758,0.783518
0.989683,0.430527,0.782955
0.989425,0.430799,0.783609
0.989242,0.431088,0.783397
0.988942,0.43071,0.783443
0.989258,0.430743,0.783922
0.989732,0.430223,0.783693
0.989902,0.430653,0.783321
0.989671,0.430423,0.783381
0.989152,0.430323,0.783003
0.989143,0.429882,0.783242
0.989394,0.430601,0.782894
0.989321,0.43141,0.782898
0.989592,0.431234,0.783087
0.989596,0.430839,0.78355
0.989309,0.430332,0.783671
0.989264,0.429914,0.783469
0.989007,0.430043,0.782961
0.988528,0.431656,0.784142
1.30581,0.235318,0.535809
1.30581,0.235318,0.535809
1.28654,0.249256,0.548579
1.26515,0.262174,0.563372
1.24067,0.274636,0.57995
1.21506,0.28752,0.599028
1.1898,0.30124,0.619462
1.16582,0.313826,0.642475
1.14193,0.325548,0.664733
1.12227,0.337421,0.68863
1.10465,0.347721,0.712348
1.08692,0.359203,0.730328
1.07341,0.368452,0.747025
1.06148,0.376882,0.758594
1.05221,0.382235,0.769811
1.04387,0.391043,0.778014
1.03638,0.399039,0.785423
1.02983,0.403148,0.790877
1.02373,0.410217,0.794197
1.01782,0.417167,0.796687
1.01393,0.421535,0.798885
1.00855,0.425137,0.798658
1.00181,0.430324,0.79703
0.996741,0.436156,0.795206
0.994229,0.437864,0.79347
0.992586,0.438052,0.79094
0.991529,0.43913,0.789281
0.989496,0.438484,0.786539
0.980763,0.440986,0.779313
0.984219,0.440297,0.782017
0.987464,0.438421,0.78361
0.988801,0.439359,0.78459
0.989266,0.440244,0.784999
0.989357,0.440801,0.783798
0.989206,0.439243,0.782701
0.989399,0.439534,0.783578
0.989312,0.43894,0.783667
0.99013,0.437131,0.783685
0.988921,0.435819,0.783069
0.988674,0.435177,0.782301
0.990223,0.434737,0.782671
0.991272,0.434032,0.783828
0.992044,0.433752,0.783725
0.992104,0.435988,0.783975
0.991658,0.435742,0.783916
0.990752,0.434879,0.784187
0.991249,0.434818,0.78398
0.990216,0.435127,0.782665
0.98927,0.435359,0.782093
0.989167,0.435812,0.781827
0.989193,0.436778,0.78164
0.991677,0.436745,0.78388
0.992546,0.434472,0.784268
0.99076,0.434646,0.784115
0.991071,0.435148,0.784798
0.989205,0.434701,0.783684
0.98954,0.436154,0.783096
0.988228,0.436407,0.783069
0.987658,0.436351,0.783519
0.987404,0.4362,0.78371
0.986847,0.434714,0.783225
0.988649,0.43505,0.783803
0.988108,0.435586,0.783937
0.987325,0.435471,0.783687
0.986975,0.436506,0.782712
0.986733,0.434567,0.782857
0.98652,0.434635,0.783306
0.986747,0.433848,0.783439
0.986309,0.434638,0.783329
0.977378,0.439428,0.776758
0.977942,0.439626,0.77936
0.980163,0.437842,0.780263
0.984312,0.439476,0.782029
0.988898,0.439071,0.784423
0.990451,0.437211,0.785213
0.990905,0.435677,0.785454
0.991417,0.435458,0.78551
0.990253,0.435936,0.784268
0.990784,0.434747,0.783903
0.98915,0.435236,0.783707
0.989044,0.437231,0.783732
0.990116,0.435907,0.784048
0.990609,0.432655,0.784378
0.989793,0.433072,0.783581
0.988472,0.433748,0.783905
0.988178,0.434626,0.783372
0.989513,0.432612,0.783795
0.991211,0.432895,0.784575
0.991407,0.432184,0.784052
0.990295,0.434549,0.784516
1.34597,0.190166,0.518587
1.34597,0.190166,0.518587
1.34665,0.191544,0.519949
1.34693,0.192923,0.518846
1.34365,0.196397,0.519894
1.34005,0.203373,0.522754
1.33268,0.211124,0.527613
1.32172,0.224209,0.532639
1.30538,0.238507,0.539764
1.28633,0.251852,0.552308
1.26487,0.265079,0.567667
1.24209,0.276375,0.586748
1.21817,0.288627,0.606493
1.1951,0.298948,0.62892
1.17153,0.30833,0.650243
1.15095,0.317571,0.672878
1.13199,0.328629,0.692975
1.11206,0.341201,0.71252
1.09786,0.346925,0.729732
1.08342,0.355421,0.742762
1.06992,0.363734,0.75386
1.05821,0.372494,0.763939
1.04699,0.376383,0.771459
1.03685,0.38302,0.777489
1.02899,0.389707,0.783016
1.02207,0.395364,0.787251
1.01462,0.401187,0.791113
1.00784,0.408386,0.794452
1.00124,0.415664,0.796395
0.995103,0.423543,0.798545
0.988765,0.431395,0.798092
0.985056,0.435329,0.797366
0.983111,0.436242,0.795771
0.976433,0.434112,0.787682
0.971855,0.434599,0.781169
0.968475,0.436435,0.776478
0.965047,0.43829,0.773771
0.96227,0.439682,0.771597
0.959577,0.442519,0.77056
0.957781,0.44433,0.769962
0.95566,0.446632,0.768677
0.95497,0.447622,0.7679
0.954298,0.449524,0.767091
0.953417,0.450503,0.76567
0.953607,0.452239,0.765853
0.954529,0.451417,0.766798
0.954451,0.451085,0.766935
0.953522,0.452094,0.766539
0.9537,0.451729,0.766161
0.953796,0.451136,0.765771
0.953234,0.450201,0.765252
0.953119,0.449325,0.764985
0.953316,0.447784,0.765304
0.952723,0.447626,0.765492
0.952086,0.446919,0.764825
0.951299,0.446645,0.765094
0.950807,0.446439,0.764928
0.95049,0.447155,0.764053
0.950942,0.447188,0.764862
0.950727,0.448153,0.76473
0.951386,0.448474,0.764264
0.951887,0.447938,0.764201
0.953111,0.448355,0.76431
0.95281,0.449644,0.764141
0.952457,0.448693,0.763231
0.952594,0.448069,0.762935
0.951837,0.447103,0.762163
0.951681,0.447573,0.762214
0.951534,0.447998,0.762612
0.950845,0.446609,0.762864
0.950752,0.444697,0.762697
0.950942,0.44404,0.763045
0.9506,0.44435,0.763113
0.950501,0.445474,0.763574
0.951112,0.444368,0.763601
0.95115,0.44472,0.764259
0.95132,0.444156,0.764315
0.951702,0.445315,0.764799
0.951942,0.447159,0.764758
0.951849,0.444632,0.763987
0.951537,0.445595,0.763486
0.951319,0.444956,0.763423
0.951309,0.445057,0.763412
0.950601,0.445469,0.763389
0.951301,0.446379,0.763436
0.951162,0.446999,0.764059
0.951653,0.448416,0.764688
0.951027,0.447959,0.76445
0.951291,0.446917,0.764082
0.951532,0.447328,0.764475
1.31244,0.222301,0.535673
1.31244,0.222301,0.535673
1.29519,0.23653,0.544671
1.27528,0.250844,0.558596
1.25203,0.264624,0.573991
1.2293,0.279318,0.592021
1.20622,0.293637,0.610369
1.18449,0.306395,0.63126
1.16369,0.316603,0.651812
1.14467,0.327139,0.673872
1.12665,0.340646,0.693004
1.10971,0.350533,0.712988
1.09581,0.360539,0.729791
1.08325,0.369573,0.745045
1.07112,0.3793,0.757359
1.0616,0.383612,0.768975
1.05305,0.390702,0.779468
1.0426,0.399078,0.787435
1.03396,0.408286,0.794076
1.02632,0.417733,0.799864
1.01854,0.424501,0.804558
1.01377,0.42953,0.808213
1.00878,0.433662,0.810349
1.0019,0.44271,0.810363
0.995496,0.449238,0.809352
0.991094,0.452144,0.8082
0.988165,0.456283,0.807161
0.984324,0.458619,0.804122
0.979664,0.458347,0.796587
0.975357,0.458842,0.791243
0.972191,0.461681,0.787654
0.969779,0.46401,0.783514
0.969424,0.464272,0.779689
0.966827,0.462786,0.774938
0.967021,0.463724,0.772088
0.965785,0.464625,0.770625
0.965093,0.4629,0.768937
0.964641,0.463432,0.768179
0.964573,0.462963,0.768487
0.964496,0.463359,0.76829
0.96427,0.463218,0.768331
0.964261,0.462048,0.7675
0.964317,0.461262,0.767236
0.96369,0.462486,0.766315
0.963927,0.461962,0.767442
0.964381,0.462444,0.766903
0.964419,0.463071,0.767502
0.965021,0.464413,0.768127
0.963962,0.463846,0.767436
0.964437,0.46429,0.767597
0.96398,0.463937,0.766897
0.964252,0.463906,0.767345
0.963639,0.463575,0.767305
0.963656,0.463459,0.767342
0.963333,0.463489,0.767247
0.96295,0.463317,0.767428
0.962404,0.463234,0.76752
0.962733,0.46233,0.767056
0.962516,0.462509,0.767597
0.962961,0.46413,0.767981
0.962175,0.464865,0.768033
0.962485,0.463357,0.76759
0.962584,0.463556,0.768898
0.963447,0.461967,0.768367
0.963259,0.462486,0.768589
0.963041,0.462503,0.768492
0.962066,0.46284,0.767657
0.961775,0.4623,0.767601
0.962665,0.462057,0.768416
0.962764,0.462495,0.768527
0.962832,0.462639,0.76879
0.963275,0.461348,0.768645
0.962246,0.460826,0.767465
0.961678,0.46147,0.766742
0.962179,0.460534,0.766056
0.962403,0.460781,0.766097
0.962522,0.460991,0.7669
0.9624,0.460904,0.766743
0.961993,0.460981,0.767223
0.961619,0.461174,0.766678
0.961577,0.461062,0.767262
0.96063,0.460434,0.766787
0.961114,0.459806,0.766607
0.961548,0.460142,0.767215
0.96255,0.45977,0.767064
0.962715,0.459,0.767447
0.962333,0.459371,0.767152
0.961922,0.460102,0.767511
0.963037,0.459393,0.768442
0.961946,0.459483,0.768046
1.35052,0.279804,0.521435
1.35052,0.279804,0.521435
1.34507,0.298333,0.522777
1.33624,0.317488,0.534665
1.32881,0.340895,0.54532
1.32169,0.365017,0.550334
1.31469,0.392103,0.557956
1.30378,0.415263,0.573106
1.29341,0.435319,0.589221
1.2819,0.458155,0.607024
1.27124,0.475293,0.627362
1.2632,0.489059,0.644688
1.2542,0.503297,0.659759
1.2354,0.51528,0.678878
1.21921,0.526499,0.695679
1.20937,0.539515,0.712171
1.19972,0.551418,0.723746
1.1869,0.558586,0.739559
1.17186,0.564478,0.755179
1.15985,0.570511,0.76815
1.14455,0.572941,0.780916
1.12831,0.576142,0.790501
1.1081,0.568483,0.799072
1.08906,0.562176,0.805258
1.07278,0.555414,0.810531
1.05708,0.550003,0.812925
1.04261,0.543873,0.81312
1.02863,0.537438,0.811641
1.01555,0.531508,0.808694
1.00399,0.523624,0.805701
0.996842,0.518808,0.805606
0.988484,0.511376,0.797742
0.980443,0.504984,0.790342
0.975763,0.50129,0.781965
0.973325,0.497991,0.775337
0.971376,0.498021,0.77203
0.969931,0.496363,0.768713
0.969227,0.496973,0.76731
0.968611,0.496137,0.766519
0.968295,0.496831,0.766259
0.967936,0.498032,0.766451
0.968234,0.497947,0.765315
0.967818,0.499012,0.765189
0.967414,0.500029,0.764575
0.9669,0.49942,0.764043
0.967645,0.499224,0.765083
0.967508,0.497659,0.764482
0.967945,0.496552,0.764407
0.966932,0.496846,0.763965
0.96717,0.496328,0.763687
0.966682,0.495702,0.763114
0.968024,0.496654,0.764107
0.968288,0.49682,0.764344
0.967425,0.495622,0.763505
0.967727,0.496013,0.764687
0.967648,0.493791,0.764349
0.966341,0.493922,0.763685
0.966267,0.493892,0.763288
0.96687,0.494943,0.763364
0.965865,0.494071,0.763353
0.965936,0.493277,0.762608
0.966377,0.493384,0.763054
0.966969,0.492788,0.764453
0.967254,0.493308,0.764523
0.96663,0.493388,0.764308
0.965996,0.494132,0.762748
0.965395,0.493812,0.762631
0.965709,0.492929,0.762948
0.96635,0.492939,0.762873
0.967102,0.492619,0.763424
0.96699,0.493177,0.763305
0.967352,0.493679,0.763787
0.967529,0.492952,0.764337
0.967642,0.493909,0.763875
0.968595,0.494324,0.764095
0.967804,0.49425,0.764088
0.967968,0.493481,0.764551
0.968273,0.493625,0.764828
0.968312,0.493385,0.76436
0.968371,0.493841,0.764691
0.967747,0.494401,0.763996
0.966999,0.494264,0.76364
0.967334,0.494213,0.764819
0.968322,0.493617,0.764459
0.968262,0.493845,0.764705
0.968564,0.494214,0.765152
0.968679,0.493862,0.764873
0.967113,0.494636,0.763836
0.966808,0.495278,0.763596
0.968364,0.495777,0.764955
1.34124,0.325138,0.540996
1.34124,0.325138,0.540996
1.33638,0.335086,0.547019
1.33096,0.346344,0.552791
1.32346,0.360019,0.562435
1.31891,0.375016,0.570626
1.31134,0.388255,0.581557
1.30132,0.404228,0.591869
1.29107,0.416752,0.606217
1.28075,0.42891,0.619746
1.27024,0.44221,0.632577
1.25864,0.453987,0.645594
1.24814,0.466897,0.656875
1.23806,0.479782,0.665702
1.22884,0.49044,0.676571
1.21753,0.498383,0.693052
1.20504,0.503445,0.71036
1.19321,0.509585,0.726019
1.17989,0.517444,0.739642
1.16568,0.52523,0.752775
1.15029,0.529713,0.768056
1.13461,0.534305,0.781739
1.1196,0.538369,0.794175
1.10311,0.538515,0.808105
1.08708,0.537725,0.818863
1.07137,0.533938,0.827415
1.05714,0.532166,0.833925
1.04255,0.530063,0.838
1.02889,0.525497,0.840832
1.01698,0.51949,0.84295
1.00685,0.514026,0.844445
0.997476,0.510227,0.844825
0.98853,0.505832,0.844131
0.980995,0.501403,0.843236
0.973726,0.497158,0.840569
0.967016,0.494175,0.836863
0.960793,0.492672,0.831637
0.956716,0.490773,0.826158
0.951028,0.487273,0.816559
0.946436,0.484572,0.806894
0.944086,0.482935,0.799382
0.94367,0.483267,0.790774
0.944183,0.483672,0.783942
0.945974,0.482575,0.77818
0.947193,0.482362,0.772583
0.946297,0.481484,0.767761
0.945747,0.481793,0.764992
0.94455,0.481615,0.763721
0.9446,0.481235,0.762655
0.943897,0.481782,0.762287
0.942765,0.483033,0.761828
0.942643,0.482858,0.761685
0.942823,0.483398,0.762149
0.942708,0.483254,0.76193
0.941995,0.481339,0.761386
0.941838,0.481334,0.760991
0.942077,0.482335,0.760745
0.942587,0.483095,0.761236
0.942085,0.48139,0.760652
0.941289,0.480237,0.760043
0.941882,0.480948,0.759974
0.942056,0.48204,0.760138
0.942899,0.482497,0.760626
0.942919,0.481738,0.760933
0.943337,0.482501,0.76129
0.942921,0.482365,0.761292
0.942725,0.482168,0.761213
0.942168,0.48234,0.761469
0.942892,0.482002,0.761097
0.942518,0.482031,0.760624
0.942909,0.482267,0.760653
0.943482,0.481951,0.76043
0.943624,0.481371,0.760573
0.944063,0.482037,0.761056
0.944445,0.481937,0.761061
0.94479,0.482851,0.761407
0.944866,0.483081,0.762007
0.945014,0.483187,0.762098
0.944944,0.483273,0.761555
0.944653,0.483116,0.761354
0.944158,0.48312,0.760847
0.943485,0.483585,0.760486
0.943542,0.48459,0.76121
0.943882,0.484107,0.761355
0.94371,0.483824,0.7608
0.943759,0.484624,0.761013
0.943844,0.484203,0.760364
0.944296,0.48394,0.760792
0.943772,0.483765,0.76089
0.943011,0.483842,0.760777
1.35451,0.30427,0.516776
1.35451,0.30427,0.516776
1.34937,0.322974,0.522899
1.34034,0.34144,0.532007
1.33263,0.364415,0.541236
1.3243,0.387457,0.548273
1.31372,0.410636,0.562966
1.3023,0.430794,0.578869
1.29098,0.447514,0.596681
1.28059,0.463388,0.612759
1.27091,0.475848,0.630973
1.26224,0.490973,0.646338
1.24954,0.500306,0.663718
1.23043,0.511065,0.675997
1.21306,0.515513,0.690232
1.19895,0.521164,0.703489
1.19099,0.526401,0.717171
1.17932,0.534501,0.729213
1.16915,0.534008,0.743883
1.15547,0.53905,0.753775
1.14215,0.53897,0.763298
1.12823,0.540438,0.772994
1.11592,0.542275,0.779797
1.10083,0.543673,0.78616
1.08669,0.544645,0.791731
1.07349,0.542956,0.797428
1.061,0.544475,0.802949
1.05009,0.539913,0.806906
1.04098,0.535038,0.810146
1.03144,0.53072,0.81315
1.02098,0.525226,0.810137
1.01094,0.519329,0.808934
1.00255,0.518437,0.810179
0.993204,0.513735,0.805571
0.986336,0.511543,0.803265
0.980776,0.508896,0.800173
0.975026,0.50584,0.796212
0.971487,0.503166,0.793826
0.966877,0.500092,0.789437
0.963222,0.499008,0.78469
0.960987,0.498866,0.781051
0.959359,0.497134,0.777634
0.959192,0.49622,0.775981
0.958922,0.495684,0.774264
0.957599,0.495451,0.772278
0.957621,0.49585,0.770939
0.957531,0.495917,0.769624
0.958422,0.495459,0.768889
0.958493,0.495508,0.768046
0.957548,0.496034,0.767406
0.957274,0.4959,0.767017
0.958576,0.49559,0.768283
0.95855,0.495179,0.768384
0.958881,0.495553,0.768125
0.959493,0.495402,0.768299
0.959597,0.495028,0.768453
0.959179,0.495285,0.768443
0.960046,0.494939,0.76873
0.959537,0.495349,0.768957
0.959309,0.494692,0.768481
0.960255,0.494586,0.769263
0.96099,0.494039,0.769498
0.96141,0.493917,0.769934
0.960732,0.491868,0.769441
0.961272,0.491091,0.769898
0.960357,0.492386,0.769638
0.960286,0.49208,0.76914
0.961106,0.492351,0.769714
0.96215,0.491832,0.770087
0.96204,0.491882,0.769608
0.962675,0.492085,0.769493
0.962926,0.492936,0.769753
0.963407,0.493176,0.770437
0.96265,0.493462,0.770116
0.962519,0.492913,0.770427
0.962147,0.491572,0.769584
0.961644,0.491775,0.769342
0.96073,0.490458,0.768807
0.961665,0.491907,0.770017
0.962422,0.490998,0.770125
0.961182,0.489682,0.769673
0.9615,0.4897,0.769465
0.96116,0.490188,0.769372
0.960388,0.490065,0.770327
0.960881,0.490328,0.769653
0.961372,0.490783,0.770287
0.960747,0.492069,0.770232
0.959703,0.491024,0.769217
0.960736,0.491123,0.769794
0.960288,0.489755,0.769304
1.08878,-0.0302173,0.634362
1.08878,-0.0302173,0.634362
1.06376,-0.0692621,0.648639
1.04278,-0.105917,0.666734
1.01983,-0.143576,0.681908
1.0046,-0.174622,0.701128
0.99223,-0.199758,0.722117
0.982836,-0.226429,0.745086
0.974087,-0.254769,0.765591
0.966859,-0.280959,0.782879
0.961998,-0.305693,0.798588
0.956843,-0.328765,0.811055
0.950821,-0.349659,0.819298
0.947493,-0.3674,0.8277
0.944245,-0.387598,0.833279
0.941352,-0.406263,0.837197
0.93969,-0.419661,0.840358
0.937412,-0.435137,0.840255
0.935941,-0.447595,0.838186
0.928772,-0.463328,0.829384
0.921652,-0.477945,0.82007
0.916799,-0.485126,0.812073
0.914035,-0.489364,0.804999
0.911042,-0.494626,0.798699
0.909628,-0.494539,0.794179
0.908055,-0.494969,0.79065
0.906066,-0.495232,0.788381
0.905183,-0.494487,0.78692
0.904297,-0.494101,0.785017
0.903926,-0.492761,0.784058
0.904572,-0.492656,0.784359
0.905316,-0.492254,0.784081
0.905121,-0.492572,0.783433
0.904347,-0.493731,0.783485
0.903769,-0.49293,0.78225
0.903744,-0.493251,0.783063
0.902418,-0.493663,0.782768
0.902523,-0.49453,0.78297
0.902739,-0.494504,0.783387
0.902709,-0.494452,0.783507
0.902442,-0.494564,0.782843
0.900818,-0.497338,0.781778
0.900248,-0.497275,0.78141
0.900595,-0.496835,0.781573
0.901289,-0.496648,0.781781
0.900819,-0.497542,0.780983
0.900677,-0.496834,0.780547
0.900779,-0.497909,0.779486
0.901261,-0.497641,0.77927
0.901503,-0.497886,0.780098
0.902343,-0.497539,0.780685
0.903356,-0.496693,0.782048
0.902024,-0.497274,0.780357
0.902222,-0.497754,0.780442
0.901787,-0.498482,0.780909
0.901651,-0.498667,0.781394
0.902264,-0.499184,0.781116
0.902652,-0.498745,0.780996
0.90345,-0.497376,0.780771
0.903168,-0.496337,0.780995
0.903229,-0.495604,0.781287
0.902853,-0.496496,0.78081
0.902401,-0.497615,0.78016
0.903075,-0.496729,0.780442
0.901989,-0.49822,0.779552
0.901455,-0.498569,0.779712
0.902109,-0.499206,0.779917
0.902295,-0.498756,0.779769
0.903107,-0.499091,0.779774
0.903762,-0.499939,0.778691
0.903263,-0.499662,0.778049
0.904574,-0.50052,0.778395
0.904679,-0.500606,0.77863
0.904095,-0.500068,0.777897
0.903763,-0.499941,0.778916
0.9038,-0.500397,0.778867
0.903561,-0.501385,0.779273
0.903818,-0.501396,0.778992
0.904335,-0.501582,0.779615
0.903596,-0.500577,0.779486
0.903826,-0.50029,0.779841
0.903482,-0.499961,0.780145
0.901807,-0.501145,0.778568
0.902176,-0.502166,0.77835
0.902908,-0.502678,0.778929
0.90323,-0.501657,0.778443
0.902481,-0.501319,0.778664
0.903139,-0.501317,0.778808
0.902728,-0.502647,0.779564
0.903378,-0.500797,0.779394
1.25776,0.112633,0.530231
1.25776,0.112633,0.530231
1.23759,0.11224,0.542247
1.2146,0.103343,0.553854
1.19045,0.0886196,0.565514
1.16647,0.0701074,0.581461
1.14132,0.0474835,0.595712
1.11869,0.0231088,0.610425
1.09702,0.000818796,0.626148
1.07555,-0.0231177,0.641
1.05741,-0.046351,0.658828
1.04016,-0.0735289,0.674931
1.02523,-0.100408,0.690684
1.00873,-0.12806,0.704702
0.996844,-0.151513,0.718239
0.984881,-0.176274,0.732215
0.975122,-0.197044,0.747191
0.967173,-0.217946,0.762177
0.959121,-0.238071,0.775511
0.952579,-0.260154,0.7888
0.945941,-0.283182,0.798073
0.941712,-0.30261,0.806996
0.93742,-0.322648,0.814014
0.933364,-0.340147,0.819677
0.930808,-0.357003,0.82601
0.927392,-0.373814,0.830709
0.924482,-0.389889,0.834996
0.921058,-0.405234,0.837995
0.918746,-0.419499,0.840145
0.917942,-0.433579,0.842813
0.908485,-0.454162,0.838318
0.898205,-0.474584,0.832662
0.89417,-0.486271,0.829641
0.893636,-0.495716,0.827594
0.894015,-0.504152,0.825686
0.893487,-0.511232,0.822755
0.892241,-0.515846,0.817638
0.892493,-0.52037,0.813206
0.892203,-0.52318,0.808651
0.891475,-0.525639,0.803273
0.890791,-0.52655,0.79812
0.890181,-0.529005,0.792762
0.888003,-0.527314,0.788533
0.887331,-0.525788,0.786586
0.884836,-0.527452,0.783687
0.884384,-0.526452,0.783133
0.883657,-0.52674,0.782595
0.882736,-0.52804,0.781644
0.881293,-0.527765,0.779099
0.879717,-0.527263,0.777643
0.880282,-0.525385,0.776511
0.88035,-0.525659,0.775621
0.880338,-0.52453,0.775843
0.881,-0.52424,0.77595
0.881675,-0.524751,0.774494
0.882083,-0.525538,0.773322
0.881024,-0.525273,0.773907
0.882724,-0.526803,0.771152
0.880598,-0.525888,0.771993
0.881097,-0.525994,0.771447
0.881079,-0.526681,0.773115
0.88158,-0.526496,0.773284
0.881475,-0.526859,0.772025
0.881361,-0.526576,0.772345
0.880417,-0.526389,0.772247
0.881087,-0.526466,0.771358
0.881333,-0.525612,0.771673
0.881438,-0.524675,0.772127
0.881701,-0.524621,0.772133
0.882438,-0.52511,0.772937
0.882394,-0.524397,0.772988
0.882492,-0.52393,0.772181
0.883236,-0.523753,0.771584
0.883604,-0.523326,0.772496
0.88347,-0.523218,0.772366
0.883217,-0.523769,0.77146
0.883594,-0.523763,0.771564
0.882639,-0.523811,0.772144
0.882763,-0.523493,0.772731
0.883236,-0.523543,0.772683
0.883185,-0.524196,0.771686
0.882455,-0.523615,0.772026
0.883664,-0.523893,0.770305
0.883225,-0.523834,0.770359
0.883788,-0.523683,0.77073
0.883621,-0.524098,0.772652
0.884051,-0.524262,0.772957
0.88356,-0.523979,0.773078
0.88437,-0.523317,0.772528
0.883631,-0.523885,0.772005
1.21487,0.121225,0.556
1.21487,0.121225,0.556
1.20383,0.118088,0.562442
1.18905,0.112909,0.568958
1.17168,0.105885,0.575991
1.15461,0.0968978,0.586855
1.13588,0.0847597,0.598101
1.11605,0.0692578,0.609955
1.09737,0.0519274,0.623108
1.07995,0.0334888,0.63693
1.06394,0.0135828,0.650042
1.05047,-0.00567736,0.663506
1.03775,-0.0246769,0.675529
1.02416,-0.0444699,0.68585
1.01236,-0.0651272,0.696464
1.0008,-0.0853498,0.706592
0.990907,-0.104477,0.716682
0.982505,-0.122584,0.727901
0.973969,-0.138797,0.739139
0.965812,-0.154991,0.750725
0.957734,-0.17177,0.762558
0.950364,-0.187303,0.774167
0.943885,-0.203201,0.785558
0.937946,-0.220445,0.796796
0.932851,-0.239249,0.807665
0.929175,-0.258803,0.818354
0.925973,-0.280072,0.827724
0.923687,-0.30002,0.835854
0.922378,-0.31886,0.842711
0.921425,-0.338578,0.847564
0.921738,-0.357451,0.851257
0.923375,-0.374744,0.853612
0.926386,-0.393216,0.855655
0.929177,-0.411589,0.856853
0.931725,-0.42829,0.857336
0.93431,-0.442761,0.857046
0.933412,-0.459637,0.853672
0.930272,-0.477634,0.848821
0.925914,-0.494455,0.843059
0.922243,-0.509035,0.836956
0.919397,-0.51822,0.830429
0.917636,-0.522107,0.824085
0.916523,-0.52402,0.818573
0.915644,-0.524229,0.813594
0.91476,-0.522967,0.808683
0.91308,-0.522241,0.802761
0.912099,-0.521903,0.797153
0.910631,-0.5204,0.792642
0.908713,-0.51808,0.788718
0.908095,-0.515152,0.785703
