x
0.067168064
0.035786454
-0.118080907
-0.01203936
-0.054563832
-0.127371222
-0.034004178
-0.021363849
-0.057058189
-0.043586258
0.024593612
-0.021103116
0.097101592
-0.102371737
-0.094947316
