x,,,,,,,,,,,,,,
0.503546834,0.070991009,0.028830407,0.444233447,-0.037981864,0.122639172,0.399980336,-0.066990934,0.196508124,0.386116713,-0.116031133,0.225575373,0.450706989,-0.232731268,0.157848448
0.255424947,-0.105833173,0.055491418,-0.076010138,-0.247581169,0.183660939,-0.264700741,-0.005527556,0.015308827,0.090840153,-0.111605123,-0.191312224,-0.098441258,-0.061007351,-0.14084515
0.040165871,0.21722886,0.041634619,-0.1744591,0.184731036,0.019579291,0.14525649,-0.045732826,0.159749269,0.247897476,-0.179685891,-0.148050636,0.174291849,0.168404192,-0.184585989
-0.060242631,0.180919543,0.059563778,-0.095254123,0.266396224,0.159845635,-0.168569624,0.186256006,0.245751947,-0.275862664,0.138805985,0.374175012,-0.546441197,0.244850338,0.639513493
0.078229398,0.139088422,-0.168881714,0.160424799,-0.201922774,-0.119740069,-0.195286065,-0.175869644,0.211119443,0.117272675,0.007791519,-0.075161397,0.035937428,-0.20718731,0.079772651
-0.397614866,0.232365951,0.164032921,-0.55200386,0.09223938,0.172095805,-0.635088205,0.083542041,0.194308206,-0.670568883,0.052685175,0.177738696,-0.557769597,-0.126610145,0.041106053
-0.013651889,0.142265439,-0.020753207,-0.017128104,0.314059645,-0.043826245,-0.014058569,0.589375794,-0.067109093,-0.016878348,0.872465849,-0.146841109,0.062226921,1.043756723,-0.331019342
-0.216315523,-0.175237238,0.029085338,0.098027766,0.032278299,0.127710313,0.076260746,-0.016292468,0.251182348,-0.080918863,-0.217438221,0.147536457,-0.227551743,-0.025803834,0.006504953
-0.018203875,0.025755847,-0.107270941,-0.049772099,0.025556028,-0.198158532,-0.07586325,0.00114858,-0.372518569,-0.108161606,-0.023354262,-0.534083545,-0.194499373,0.006924353,-0.662523866
-0.147291079,-0.193994284,0.370630145,0.144140095,-0.014446903,0.382912338,0.313685894,0.00392889,0.249793366,0.468938798,-0.033521507,0.161229759,0.403631538,0.204048201,0.229878381
0.035820879,0.055299785,-0.11065767,0.075383529,0.076026477,-0.174032226,0.105160266,0.101042181,-0.272532582,0.137473971,0.127323538,-0.371521354,0.163483754,0.15815334,-0.49653694
-0.157701522,-0.053764153,-0.188867569,0.157356814,-0.037847362,-0.068467736,-0.035878681,-0.060285188,-0.219998211,-0.095214657,0.204459921,-0.240502954,-0.060718544,-0.216913447,-0.054898202
-0.065855309,-0.153858915,0.283261955,-0.187424093,-0.188605145,0.292640716,-0.281286538,-0.239992425,0.333223522,-0.385905415,-0.253804713,0.374411464,-0.490545511,-0.289477825,0.417168885
0.391046405,0.210873231,0.337187856,0.512380779,0.138088301,0.335132003,0.620683908,0.10972435,0.400688976,0.696891427,0.116952717,0.430943936,0.822857678,0.069097914,0.410117507
0.213827252,0.358392805,-0.057819076,0.238467067,0.43214348,-0.155387491,0.259611309,0.471575022,-0.225603312,0.26511845,0.521367848,-0.261885524,0.240863651,0.593348145,-0.244634405
